pmid	publication_types	grant_id	grant_acronym	grant_country	grant_agency	us_gov_funding	other_funding	covid
35327621	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
35327650	D016428:Journal Article; D016448:Multicenter Study; D013485:Research Support, Non-U.S. Gov't					False	True	False
35328353	D016428:Journal Article					False	False	False
35328715	D016428:Journal Article; D016454:Review					False	False	False
35329073	D016428:Journal Article; D016454:Review					False	False	False
35330860	D016428:Journal Article					False	False	False
35330962	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural; D013485:Research Support, Non-U.S. Gov't					True	True	False
35331085	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural	R01 DK124380	DK	United States	NIDDK NIH HHS	True	False	False
35331151	D002363:Case Reports; D016428:Journal Article; D016454:Review					False	False	False
35331888	D016428:Journal Article					False	False	False
35332709	D016428:Journal Article; D016454:Review					False	False	False
35332834	D016428:Journal Article					False	False	False
35333329	D016428:Journal Article					False	False	False
35333675	D016428:Journal Article					False	False	False
35333699	D016428:Journal Article					False	False	False
35333944	D016428:Journal Article; D016454:Review					False	False	False
35334101	D016428:Journal Article					False	False	False
35334291	D016428:Journal Article					False	False	False
35334311	D016428:Journal Article					False	False	False
35335346	D016428:Journal Article					False	False	False
35337520	D016428:Journal Article					False	False	False
35337727	D016428:Journal Article; D016454:Review					False	False	False
35337852	D016428:Journal Article; D016454:Review					False	False	False
35337919	D016428:Journal Article					False	False	False
35338009	D016428:Journal Article					False	False	False
35338174	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural; D013485:Research Support, Non-U.S. Gov't	R37 CA226526	NH	United States	NIH HHS	True	True	False
35338513	D016428:Journal Article	6U54OH008483-16	CC	United States	CDC HHS	True	False	False
35338537	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
35338888	D016428:Journal Article					False	False	False
35338968	D016428:Journal Article					False	False	False
35338991	D016428:Journal Article					False	False	False
35339140	D016428:Journal Article					False	False	False
35339346	D016422:Letter; D017418:Meta-Analysis; D000078182:Systematic Review					False	False	False
35339477	D016428:Journal Article					False	False	False
35339508	D016428:Journal Article					False	False	False
35339643	D016428:Journal Article					False	False	False
35339680	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
35339686	D016428:Journal Article					False	False	False
35339804	D016428:Journal Article; D016454:Review					False	False	False
35339805	D016428:Journal Article					False	False	False
35339915	D016428:Journal Article					False	False	False
35339945	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
35340355	D002363:Case Reports					False	False	False
35340356	D002363:Case Reports					False	False	False
35340710	D016428:Journal Article					False	False	False
35340744	D002363:Case Reports					False	False	False
35340817	D016428:Journal Article					False	False	False
35341417	D016422:Letter					False	False	False
35341449	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural; D013485:Research Support, Non-U.S. Gov't	R01 DK128805	DK	United States	NIDDK NIH HHS	True	True	False
35341478	D016428:Journal Article					False	False	False
35341747	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural; D013485:Research Support, Non-U.S. Gov't	AAI21005000	AI	United States	NIAID NIH HHS	True	True	False
35341748	D016428:Journal Article; D016454:Review; D013485:Research Support, Non-U.S. Gov't					False	True	False
35341882	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
35341975	D016428:Journal Article					False	False	False
35342003	D016428:Journal Article					False	False	False
35342007	D016428:Journal Article					False	False	False
35342203	D002363:Case Reports					False	False	False
35342963	D016428:Journal Article					False	False	False
35344122	D016428:Journal Article					False	False	False
35344477	D016428:Journal Article					False	False	False
35344613	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural	R01 HD074593	HD	United States	NICHD NIH HHS	True	False	False
35344718	D016428:Journal Article					False	False	False
35344726	D016428:Journal Article					False	False	False
35344731	D016428:Journal Article					False	False	False
35345176	D016428:Journal Article					False	False	False
35345315	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D013486:Research Support, U.S. Gov't, Non-P.H.S.					True	True	False
35345466	D016428:Journal Article	R01 DA037628	DA	United States	NIDA NIH HHS	True	False	True
35345568	D002363:Case Reports					False	False	False
35345835	D002363:Case Reports					False	False	True
35346532	D002363:Case Reports					False	False	False
35346556	D016428:Journal Article					False	False	False
35346821	D016428:Journal Article; D016454:Review	R35 HL135767	HL	United States	NHLBI NIH HHS	True	False	False
35346832	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D052061:Research Support, N.I.H., Extramural	U54 NS108874	NS	United States	NINDS NIH HHS	True	True	False
35346836	D016428:Journal Article					False	False	False
35347426	D016428:Journal Article					False	False	False
35347633	D016428:Journal Article					False	False	False
35348361	D016428:Journal Article; D016454:Review					False	False	False
35348418	D016428:Journal Article; D016454:Review					False	False	False
35348419	D016428:Journal Article					False	False	False
35348849	D016428:Journal Article; D016454:Review					False	False	False
35348903	D016428:Journal Article					False	False	False
35348993	D016428:Journal Article; D016454:Review					False	False	False
35349010	D016428:Journal Article; D016454:Review					False	False	False
35349404	D016428:Journal Article; D000078182:Systematic Review					False	False	False
35349417	D016428:Journal Article					False	False	False
35349492	D016428:Journal Article	R01 HL134971	HL	United States	NHLBI NIH HHS	True	False	False
35349909	D016422:Letter					False	False	False
35349949	D016428:Journal Article					False	False	False
35351286	D016425:Published Erratum					False	False	False
35351321	D002363:Case Reports; D016428:Journal Article; D016454:Review; D013485:Research Support, Non-U.S. Gov't					False	True	False
35351487	D016428:Journal Article					False	False	False
35351489	D016428:Journal Article					False	False	False
35351574	D016428:Journal Article					False	False	False
35351592	D016428:Journal Article					False	False	False
35351596	D016428:Journal Article					False	False	False
35351756	D002363:Case Reports; D016428:Journal Article					False	False	True
35351776	D016428:Journal Article					False	False	False
35351795	D016428:Journal Article					False	False	False
35351818	D016428:Journal Article					False	False	False
35352622	D016428:Journal Article					False	False	False
35352808	D016428:Journal Article	PG/15/58/31611	BHF_	United Kingdom	British Heart Foundation	False	True	False
35352900	D016428:Journal Article; D016454:Review					False	False	False
35353202	D016428:Journal Article					False	False	False
35353232	D016428:Journal Article; D016454:Review		WT_	United Kingdom	Wellcome Trust	False	True	True
35354288	D016428:Journal Article					False	False	False
35354340	D016428:Journal Article					False	False	False
35354359	D016428:Journal Article					False	False	False
35355301	D016428:Journal Article; D016454:Review					False	False	False
35355493	D016428:Journal Article					False	False	False
35356813	D016428:Journal Article					False	False	False
35356850	D016428:Journal Article					False	False	False
35356859	D016428:Journal Article					False	False	False
35357068	D016428:Journal Article					False	False	False
35357097	D016428:Journal Article					False	False	False
35357202	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
35357272	D016428:Journal Article					False	False	False
35357653	D016428:Journal Article; D016454:Review					False	False	False
35357690	D016428:Journal Article					False	False	False
35357879	D016428:Journal Article					False	False	False
35358181	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
35358183	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
35358499	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
35358621	D016428:Journal Article					False	False	False
35358637	D016428:Journal Article					False	False	False
35358642	D016428:Journal Article; D016454:Review					False	False	False
35358761	D016428:Journal Article					False	False	False
35358797	D016428:Journal Article; D016454:Review					False	False	False
35358917	D016428:Journal Article					False	False	False
35358930	D016428:Journal Article					False	False	False
35358940	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
35359913	D016428:Journal Article; D016454:Review					False	False	True
35360830	D016428:Journal Article					False	False	False
35360925	D016428:Journal Article; D017418:Meta-Analysis; D016454:Review; D000078182:Systematic Review					False	False	False
35361019	D016428:Journal Article					False	False	False
