pmid,query,search_type,page,LastAuthFirstName,LastAuthLastName,FirstAuthLastName,FirstAuthFirstName,gender_last_author,p_last_author_female,p_last_author_male,gender_first_author,p_first_author_female,p_first_author_male,firstauthor_percent_white,firstauthor_percent_black,firstauthor_percent_asian,firstauthor_percent_american_indian_alaskan_native,firstauthor_percent_multi_race,firstauthor_percent_hispanic,lastauthor_percent_white,lastauthor_percent_black,lastauthor_percent_asian,lastauthor_percent_american_indian_alaskan_native,lastauthor_percent_multi_race,lastauthor_percent_hispanic
30808058,Endoscopes,relevance,1,Matthew,Rutter,Rutter,Matthew,male,0,1,male,0,1,96.29,0.58,0.48,0.23,1.34,1.07,96.29,0.58,0.48,0.23,1.34,1.07
19422309,Endoscopes,relevance,1,Li-Ming,Su,Swain,Paul,male,0,1,male,0.01,0.99,69.45,25.73,0.64,0.69,1.92,1.56,1.97,(S),94.03,(S),1.86,1.87
33021560,Endoscopes,relevance,1,Mark,Morrison,Holtmann,Gerald,male,0.01,0.99,male,0.01,0.99,95.55,0,1.48,(S),1.48,(S),81.68,13.8,0.5,0.93,1.6,1.5
28511635,Endoscopes,relevance,1,Paul,Breedveld,Kreeft,Davey,male,0.01,0.99,male,0.02,0.98,,,,,,,,,,,,
32036946,Endoscopes,relevance,1,Ryan,Law,Elta,Grace,male,0.01,0.99,female,0.97,0.03,,,,,,,68.5,15.12,13.17,0.33,1.61,1.28
29148713,Endoscopes,relevance,1,Peer,Fischer,Qiu,Tian,male,0.02,0.98,male,0.29,0.71,0.31,(S),98.45,(S),0.78,0.31,95.71,0.86,0.45,0.35,1.08,1.55
14652547,Endoscopes,relevance,1,,,Bosco,John,,,,male,0.01,0.99,94.5,0.89,0.8,0.36,1,2.46,,,,,,
33128894,Endoscopes,relevance,1,Jeffrey,Ponsky,Rodriguez,John,male,0.01,0.99,male,0.01,0.99,5.52,0.54,0.58,0.24,0.41,92.7,,,,,,
23948188,Endoscopes,relevance,2,Robert,Hawes,Hawes,Robert,male,0.01,0.99,male,0.01,0.99,83.6,12.93,0.47,0.43,1.37,1.21,83.6,12.93,0.47,0.43,1.37,1.21
24713607,Endoscopes,relevance,2,Allen,Ho,Wong,Chien,male,0.07,0.93,male,0.22,0.78,3.33,0.71,88.5,0.05,4.39,3.02,2.69,0.26,93.08,0.06,2.99,0.92
16007388,Endoscopes,relevance,2,Hiroto,Kita,Yamamoto,Hironori,male,0.01,0.99,male,0,1,5.61,0.16,83,0.16,7.88,3.2,69.3,0.73,25.85,0,3.28,0.85
25346136,Endoscopes,relevance,2,Paul,White,Abel,Eric,male,0.01,0.99,male,0.01,0.99,90.18,4.18,0.66,0.83,1.46,2.67,67.91,27.38,0.39,1.01,1.76,1.55
24491140,Endoscopes,relevance,2,Kazuo,Tsubota,Kawashima,Shinichi,male,0.01,0.99,male,0.01,0.99,4.2,(S),87.59,0,7.48,(S),5.7,(S),79.11,0,14.56,(S)
27765382,Endoscopes,relevance,2,John,Maple,,,male,0.01,0.99,,,,,,,,,,76.84,18.99,0.61,0.79,1.72,1.05
18086113,Endoscopes,relevance,2,Rhonda,Stuart,Gillespie,Elizabeth,female,0.98,0.02,female,0.99,0.01,83.59,12.8,0.33,0.55,1.18,1.56,85.41,9.81,0.46,0.53,1.66,2.14
33323565,Endoscopes,relevance,2,Rajeev Reddy,Pappuru,Dave,Vivek Pravin,male,0.01,0.99,,,,17.16,14.59,60.41,2.04,4.33,1.47,,,,,,
19748970,Endoscopes,relevance,2,Alfred,Cuschieri,Moglia,Andrea,male,0.02,0.98,male,0.38,0.62,95.76,(S),(S),(S),(S),2.33,84.47,(S),(S),(S),(S),6.8
25196759,Endoscopes,relevance,2,Jeffrey,Heier,Wong,Chien,male,0.01,0.99,male,0.22,0.78,3.33,0.71,88.5,0.05,4.39,3.02,96.86,0.47,(S),(S),0.58,1.52
35506234,Endoscopes,pubdate_desc,1,Renata,Kontek,Kciuk,Mateusz,female,0.99,0.01,male,0,1,,,,,,,,,,,,
35441573,Endoscopes,pubdate_desc,1,Takashi,Kawai,Sugimoto,Mitsushige,male,0.01,0.99,male,0,1,5.63,(S),84.82,(S),7.86,1.38,5.2,(S),85.09,(S),5.49,3.52
35415304,Endoscopes,pubdate_desc,1,Hak-Joon,Sung,Yoon,Hyo-Jin,male,0,1,female,0.76,0.24,2.16,0.29,95.52,0,1.61,0.42,2.35,(S),94.69,(S),1.89,0.81
35412414,Endoscopes,pubdate_desc,1,Hiromasa,Ohira,Sugimoto,Mitsuru,male,0,1,male,0,1,5.63,(S),84.82,(S),7.86,1.38,4.55,0,87.88,0,3.54,4.04
35000515,Endoscopes,pubdate_desc,1,Takanori,Kanai,Mori,Hideki,male,0,1,male,0,1,30.59,0.64,51.34,0.93,4.99,11.52,27.27,1.42,64.77,(S),5.97,(S)
35435425,Endoscopes,pubdate_desc,1,Saurav Mitra,Mustafi,Jain,Shruti,male,0.01,0.99,female,0.97,0.03,6.07,0.37,89.21,0.15,3.62,0.58,,,,,,
35435424,Endoscopes,pubdate_desc,1,Khushboo,Kundu,Bansal,Teena,female,0.98,0.02,female,0.96,0.04,3.7,(S),90.11,(S),4.7,1.1,7.08,0,88.31,0,4.62,0
35386335,Endoscopes,pubdate_desc,1,Ping,Lan,Tang,Yinxiang,male,0.47,0.53,female,1,0,2.75,0.62,93.04,0.06,2.54,0.99,15.08,2.79,76.92,(S),(S),3.01
35320735,Endoscopes,pubdate_desc,1,H,Kook,Ivasovic,F,male,0.24,0.76,male,0.23,0.77,,,,,,,60.33,1.65,36.78,0,(S),(S)
35528144,Endoscopes,pubdate_desc,1,Jiantao,Pu,Beeche,Cameron,male,0.11,0.89,male,0.08,0.92,,,,,,,6.18,1.97,80.79,0,3.42,7.63
35366610,Endoscopes,pubdate_desc,2,Amruta,Desai,Palaniappan,Dhamodaran,female,0.99,0.01,male,0,1,0,0,95.86,(S),(S),(S),2.9,0.25,91.72,0.28,4.43,0.42
35334291,Endoscopes,pubdate_desc,2,Siamak,Rahman,Dong,Xuezhi,male,0.01,0.99,male,0.14,0.86,4.67,(S),90.46,(S),3.28,1.08,10.87,8.42,68.22,0.49,10.65,1.34
34996617,Endoscopes,pubdate_desc,2,Noriaki,Takeda,Kitamura,Yoshiaki,male,0,1,male,0.01,0.99,5.99,(S),85.86,(S),6.99,1,7.31,(S),85.01,(S),5.17,2.32
34920908,Endoscopes,pubdate_desc,2,Burcu,Alparslan,Yaylacı,Atılay,female,0.97,0.03,,,,,,,,,,,,,,,
34895940,Endoscopes,pubdate_desc,2,Tae Hoon,An,Yeo,Nam-Kyung,male,0.14,0.86,female,1,0,47.36,(S),48.04,(S),1.23,2.87,4.03,(S),91.92,(S),2.24,0.88
34865942,Endoscopes,pubdate_desc,2,Vivek,Samor,Ali,Mohabbat,male,0.01,0.99,male,0.09,0.91,15.25,21.83,41.9,0.58,17.49,2.95,,,,,,
33422370,Endoscopes,pubdate_desc,2,Daniel,Jensen,Karadaghy,Omar,male,0.01,0.99,male,0.02,0.98,,,,,,,95.44,0.36,0.58,0.79,1.18,1.65
35450623,Endoscopes,pubdate_desc,2,Nanasaheb,Thorat,Kulkarni,Nilesh,male,0,1,male,0.01,0.99,3.02,0.24,92.32,0.24,3.65,0.53,,,,,,
35477008,Endoscopes,pubdate_desc,2,Yu,Wang,Zhang,Yichuan,male,0.46,0.54,female,0.63,0.37,0.61,0.09,98.16,0.02,0.96,0.16,3.25,0.19,94.47,0.03,1.73,0.33
35594327,Endoscopes,pubdate_desc,2,Natasha,Logsdon,Favorito,Luciano,female,0.98,0.02,male,0.01,0.99,85.89,(S),7.84,0,(S),4.39,95.77,0.29,0.35,0.68,1.49,1.42
5333809,Flowmeters,relevance,1,M,Moran,Moran,M,male,0.14,0.86,female,0.6,0.4,71.43,2.44,0.55,0.82,1.04,23.71,71.43,2.44,0.55,0.82,1.04,23.71
34309005,Flowmeters,relevance,1,M,Tunstall,Arora,N,female,0.6,0.4,male,0.41,0.59,4.73,0.27,87.31,0.45,6.21,1.02,45.86,49.94,0.28,0.39,1.97,1.55
16782156,Flowmeters,relevance,1,Yi,Liu,Lynnworth,C,female,0.5,0.5,male,0.33,0.67,,,,,,,1.83,0.15,95.46,0.04,2.06,0.46
33919320,Flowmeters,relevance,1,Krzysztof,Janiszowski,Turkowski,Mateusz,male,0,1,male,0,1,97.16,(S),0,(S),(S),(S),,,,,,
28038789,Flowmeters,relevance,1,Ervin,Sejdić,Rothfuss,Michael,male,0.01,0.99,male,0.01,0.99,97.43,(S),0.56,(S),1.57,(S),,,,,,
3161410,Flowmeters,relevance,1,J,Wilson,Coppel,L,male,0.14,0.86,male,0.4,0.6,85.57,(S),(S),0,(S),11.44,69.72,25.32,0.46,1.03,1.74,1.73
10520381,Flowmeters,relevance,1,R,Westhorpe,Ball,C,male,0.35,0.65,male,0.33,0.67,84.53,11.7,0.43,0.5,1.17,1.66,,,,,,
20031439,Flowmeters,relevance,1,Rune,Haaverstad,Nordgaard,Håvard,male,0.03,0.97,,,,96.9,(S),(S),0,(S),0,,,,,,
5045212,Flowmeters,relevance,1,P,Loysen,Loysen,P,male,0.24,0.76,male,0.24,0.76,,,,,,,,,,,,
30691238,Flowmeters,relevance,1,Maciej,Szudarek,Turkowski,Mateusz,male,0,1,male,0,1,97.16,(S),0,(S),(S),(S),,,,,,
28751133,Flowmeters,relevance,2,Nora,Bello,Fissekis,Stephanie,female,0.97,0.03,female,0.98,0.02,,,,,,,31.44,5.47,4.12,0.11,1.31,57.55
33172088,Flowmeters,relevance,2,Shang-Chun,Fan,Li,Zhong-Xiang,,,,,,,1.28,0.12,96.44,0.01,1.4,0.75,4.63,0.51,92.53,(S),1.86,(S)
9726749,Flowmeters,relevance,2,E,Small,Kennedy,T,male,0.35,0.65,male,0.39,0.61,82.97,12.98,0.46,0.62,1.4,1.57,64.63,30.53,0.41,1.14,1.71,1.58
29268956,Flowmeters,relevance,2,Nora,Bello,Murphy,Morgan,female,0.97,0.03,male,0.11,0.89,85.05,11.03,0.43,0.65,1.29,1.54,31.44,5.47,4.12,0.11,1.31,57.55
35590842,Flowmeters,relevance,2,Steve,Kim,Doh,Il,male,0.01,0.99,male,0.16,0.84,11.19,18.66,66.79,(S),2.61,(S),2.6,0.36,94.52,0.03,1.99,0.5
31192237,Flowmeters,relevance,2,Paul,MacFarlane,Raillard,Mathieu,male,0.01,0.99,male,0.01,0.99,,,,,,,94.48,1.62,0.47,0.38,1.35,1.69
34450811,Flowmeters,relevance,2,Matej,Možek,Pečar,Borut,male,0.01,0.99,male,0,1,,,,,,,,,,,,
9952164,Flowmeters,relevance,2,S,Morita,Goto,T,male,0.32,0.68,male,0.39,0.61,5.81,0.75,28.31,0.17,2.24,62.73,7.78,(S),79.48,(S),7.01,5.53
4684866,Flowmeters,relevance,2,M,Nevrtal,Kubák,R,female,0.6,0.4,male,0.35,0.65,,,,,,,,,,,,
6445740,Flowmeters,relevance,2,B,Stokke,Waaben,J,male,0.23,0.77,male,0.14,0.86,,,,,,,97.19,(S),0.7,(S),0.84,0.98
35551673,Flowmeters,pubdate_desc,1,James,Pearson,Sonobe,Takashi,male,0.01,0.99,male,0.01,0.99,,,,,,,74.49,21.59,0.47,0.43,1.6,1.42
35279524,Flowmeters,pubdate_desc,1,Denise,Kusahara,Del Carmen Arcentales Herrera,Jenny,female,0.98,0.02,female,0.98,0.02,,,,,,,,,,,,
35080131,Flowmeters,pubdate_desc,1,Kotaro,Yamasue,Kato,Shinobu,male,0,1,female,0.52,0.48,17.62,4.31,68.02,0.48,5.71,3.86,,,,,,
35573013,Flowmeters,pubdate_desc,1,Mihály,Boros,Szabó-Biczók,Antal,male,0,1,male,0.11,0.89,,,,,,,93.31,1.32,(S),(S),2.35,2.28
35590842,Flowmeters,pubdate_desc,1,Steve,Kim,Doh,Il,male,0.01,0.99,male,0.16,0.84,11.19,18.66,66.79,(S),2.61,(S),2.6,0.36,94.52,0.03,1.99,0.5
35439986,Flowmeters,pubdate_desc,1,David,Martínez-Briseño,Gochicoa-Rangel,Laura,male,0.01,0.99,female,0.98,0.02,,,,,,,,,,,,
35408432,Flowmeters,pubdate_desc,1,Ilya,Saushin,Goltsman,Anna,male,0.03,0.97,female,0.98,0.02,,,,,,,,,,,,
35489926,Flowmeters,pubdate_desc,1,Si-Cheng,Wang,Chen,Jie,,,,male,0.43,0.57,1.68,0.36,95.45,0.02,2,0.49,3.25,0.19,94.47,0.03,1.73,0.33
35026177,Flowmeters,pubdate_desc,1,,,Maddali,Manoj,,,,male,0.01,0.99,,,,,,,,,,,,
34281708,Flowmeters,pubdate_desc,1,Francesco,Morini,Landolfo,Francesca,male,0.01,0.99,female,0.99,0.01,,,,,,,94.09,(S),(S),0,1.36,4.09
33866679,Flowmeters,pubdate_desc,2,Levi,Hargrove,Slater,Lindsay,male,0.07,0.93,female,0.91,0.09,81.47,14.41,0.45,0.69,1.35,1.63,52.69,43.04,0.28,0.46,1.68,1.85
35302237,Flowmeters,pubdate_desc,2,Christopher,Wilson,Martinez,Meredith,male,0.01,0.99,female,0.96,0.04,6.04,0.52,0.6,0.64,0.46,91.72,69.72,25.32,0.46,1.03,1.74,1.73
34385268,Flowmeters,pubdate_desc,2,Meredith,McCormack,Afshar-Mohajer,Nima,female,0.96,0.04,male,0.14,0.86,,,,,,,93.8,1.78,0.47,0.47,1.46,2.03
35309989,Flowmeters,pubdate_desc,2,Yang,Liu,Liu,Shuhong,male,0.36,0.64,female,0.8,0.2,1.83,0.15,95.46,0.04,2.06,0.46,1.83,0.15,95.46,0.04,2.06,0.46
35228636,Flowmeters,pubdate_desc,2,Baoren,Li,Zhang,Dijia,male,0,1,,,,0.61,0.09,98.16,0.02,0.96,0.16,1.28,0.12,96.44,0.01,1.4,0.75
35173261,Flowmeters,pubdate_desc,2,Mitra,Samadi,Mohammadamini,Fatemeh,female,0.83,0.17,female,0.98,0.02,,,,,,,64.58,1.85,2.95,0,28.78,1.85
35167127,Flowmeters,pubdate_desc,2,Zhi-Gang,Liu,Yu,Xin-Yi,male,0,1,male,0,1,1.45,(S),96.22,(S),1.68,0.56,1.83,0.15,95.46,0.04,2.06,0.46
35225288,Flowmeters,pubdate_desc,2,Allen,Cowley,Shimada,Satoshi,male,0.07,0.93,male,0,1,5.12,(S),86.94,(S),5.64,2.09,88.18,7.07,0.34,0.37,0.98,3.06
35184944,Flowmeters,pubdate_desc,2,L,Harper,Delefortrie,T,male,0.4,0.6,male,0.39,0.61,,,,,,,70.12,25.64,0.36,0.6,1.77,1.5
34173164,Flowmeters,pubdate_desc,2,Zhaoming,He,Wang,Hao,male,0,1,male,0.11,0.89,3.25,0.19,94.47,0.03,1.73,0.33,2.38,(S),95.47,(S),1.02,0.72
31670399,Otoscopes,relevance,1,Tuomas,Klockars,Tötterman,Magnus,male,0.01,0.99,male,0.01,0.99,,,,,,,,,,,,
33770717,Otoscopes,relevance,1,Xiangming,Meng,Dai,Zhiyong,male,0,1,male,0.03,0.97,5.77,0.38,92.34,0,1.06,0.46,45.27,0.31,45.37,0.36,1.62,7.06
29447893,Otoscopes,relevance,1,Christopher,Grindle,Shah,Manan Udayan,male,0.01,0.99,,,,4.05,1.14,87.8,0.24,5.88,0.89,95.14,2.13,0.27,0.34,1.15,0.98
32310550,Otoscopes,relevance,1,,,,,female,0.7,0.3,female,0.7,0.3,,,,,,,,,,,,
32576390,Otoscopes,relevance,1,Hisakazu,Yano,Hayashi,Tatsuya,male,0,1,male,0,1,7.78,(S),82.77,(S),7.72,1.6,22,0,69.09,0,6.4,2.52
33945977,Otoscopes,relevance,1,Therese,Canares,Kleinman,Keith,female,0.98,0.02,male,0.02,0.98,96.87,0.25,0.4,0.18,0.58,1.72,,,,,,
23171791,Otoscopes,relevance,1,Kristian Otto,Nielsen,Petersen,Anita,male,0.01,0.99,female,0.98,0.02,95.15,1.14,0.62,0.39,1.1,1.6,95.63,0.29,0.65,0.5,1.23,1.7
14980089,Otoscopes,relevance,1,Mark,Gallop,Mbao,Mathew,male,0.01,0.99,male,0.01,0.99,,,,,,,70.46,25.46,(S),(S),1.54,1.89
26277834,Otoscopes,relevance,1,Mariana Nagata,Cavalheiro,Fonseca,Vinicius Ribas,female,0.98,0.02,,,,19.52,1.78,1,0.2,2.85,74.64,,,,,,
31985956,Otoscopes,relevance,1,,,,,female,0.7,0.3,female,0.7,0.3,,,,,,,,,,,,
9476074,Otoscopes,relevance,2,A,Barzilai,Cohen,A,male,0.32,0.68,male,0.32,0.68,90.63,5.51,0.42,0.11,1.23,2.11,,,,,,
19673983,Otoscopes,relevance,2,R,Harper,Wright,A,male,0.23,0.77,male,0.32,0.68,68.3,27.36,0.4,0.66,1.75,1.52,70.12,25.64,0.36,0.6,1.77,1.5
27077122,Otoscopes,relevance,2,Claude,Laurent,Myburgh,Hermanus,male,0.11,0.89,male,0.02,0.98,,,,,,,63.12,29.07,0.73,0.3,3.9,2.89
7447103,Otoscopes,relevance,2,H,West,West,H,male,0.24,0.76,male,0.24,0.76,77.69,17.8,0.39,0.81,1.64,1.66,77.69,17.8,0.39,0.81,1.64,1.66
24029512,Otoscopes,relevance,2,Faisal,Baddar,Ponka,David,male,0.02,0.98,male,0.01,0.99,,,,,,,,,,,,
23550292,Otoscopes,relevance,2,S,Lang,Lehnerdt,G,male,0.32,0.68,male,0.26,0.74,,,,,,,84.16,9.9,2.34,0.56,1.41,1.63
33519926,Otoscopes,relevance,2,J,Borgstein,Bayoumy,B,male,0.14,0.86,male,0.32,0.68,,,,,,,,,,,,
12717608,Otoscopes,relevance,2,S,Jovanovic,Jovanovic,S,male,0.32,0.68,male,0.32,0.68,93.13,(S),0.76,(S),4.5,1.53,93.13,(S),0.76,(S),4.5,1.53
27196119,Otoscopes,relevance,2,Glenn,Isaacson,Isaacson,Glenn,male,0.02,0.98,male,0.02,0.98,96.78,0.13,0.57,0.28,1.13,1.1,96.78,0.13,0.57,0.28,1.13,1.1
32144567,Otoscopes,relevance,2,Benjamin,Boodaie,Hakimi,Amir,male,0.01,0.99,male,0.02,0.98,76.13,(S),5.25,(S),17,1.25,,,,,,
35293639,Otoscopes,pubdate_desc,1,Gerhard,Oechtering,Töpfer,Tanja,male,0.01,0.99,female,0.98,0.02,,,,,,,,,,,,
34291348,Otoscopes,pubdate_desc,1,Tetsuya,Tono,Tailor,Bhavesh,male,0,1,male,0.01,0.99,17.03,11.28,65.84,(S),3.8,(S),,,,,,
35594477,Otoscopes,pubdate_desc,1,Masahiko,Nagata,Hoshino,Tomoya,male,0,1,male,0,1,8.68,(S),82.02,(S),7.64,1.45,7.96,(S),84.15,(S),4.63,3.04
35588049,Otoscopes,pubdate_desc,1,Yuexin,Cai,Zeng,Junbo,female,0.71,0.29,male,0.05,0.95,2.24,0.16,96.58,(S),0.92,(S),1.56,0.75,95.96,(S),1.26,(S)
35253378,Otoscopes,pubdate_desc,1,Narinder,Singh,Habib,Al-Rahim,male,0.12,0.88,,,,59.67,3.88,22.03,(S),11.87,(S),3.51,3.09,74.44,1.01,15.3,2.65
35228098,Otoscopes,pubdate_desc,1,Peter Luke,Santa Maria,Kouhi,Ali,male,0.01,0.99,male,0.05,0.95,,,,,,,,,,,,
34893349,Otoscopes,pubdate_desc,1,Brian,McKinnon,Zaheer,Haniah,male,0.01,0.99,female,0.82,0.18,12.07,(S),73.28,(S),11.49,1.44,72.55,23.09,0.43,0.61,1.5,1.83
34192882,Otoscopes,pubdate_desc,1,Kelvin,Kwong,Wadhavkar,Neha,male,0.01,0.99,female,0.97,0.03,,,,,,,1.43,(S),96.17,(S),1.69,0.66
34146149,Otoscopes,pubdate_desc,1,Nora,Weiss,Wegener,Florian,female,0.97,0.03,male,0.01,0.99,96.76,0,0.69,0.29,1.08,1.18,96.45,0.36,0.47,0.19,1.08,1.46
32965876,Otoscopes,pubdate_desc,1,,,,,female,0.7,0.3,female,0.7,0.3,,,,,,,,,,,,
35446181,Otoscopes,pubdate_desc,2,Kathy,Monroe,Smola,Cassi,female,0.98,0.02,female,0.86,0.14,97.29,(S),(S),(S),0.6,1.5,65.22,28.87,0.42,1.44,1.77,2.29
35417784,Otoscopes,pubdate_desc,2,Sarah,Bashaw,Wallitsch,Kimberly,female,0.98,0.02,female,0.99,0.01,98.29,0,(S),0,(S),0,92.81,3.58,0.69,0.44,1.17,1.31
35434311,Otoscopes,pubdate_desc,2,Radoslava,Jönsson,Pauli,Nina,female,1,0,female,0.98,0.02,91.45,0.79,2.49,0.4,0.79,4.07,,,,,,
35239622,Otoscopes,pubdate_desc,2,Narinder,Singh,Habib,Al-Rahim,male,0.12,0.88,,,,59.67,3.88,22.03,(S),11.87,(S),3.51,3.09,74.44,1.01,15.3,2.65
34895371,Otoscopes,pubdate_desc,2,K,Ramdoo,Navaratnam,V,male,0.34,0.66,female,0.77,0.23,,,,,,,,,,,,
34454779,Otoscopes,pubdate_desc,2,Kazuhiko,Takeuchi,Chiyonobu,Kazuki,male,0,1,male,0.03,0.97,,,,,,,6.51,(S),84.65,(S),7.07,1.63
34313515,Otoscopes,pubdate_desc,2,Mark,Praetorius,Albrecht,Tobias,male,0.01,0.99,male,0,1,96.96,0.2,0.54,0.16,0.82,1.32,94.05,(S),(S),0,3.78,(S)
35433731,Otoscopes,pubdate_desc,2,Kecheng,Xu,Kong,Xiaofeng,male,0,1,male,0.21,0.79,6.34,2.32,85.21,0.14,4.63,1.36,0.43,(S),98.47,(S),0.79,0.28
35355493,Otoscopes,pubdate_desc,2,Kelli,Glaser,Wille,Annalise,female,0.93,0.07,female,0.98,0.02,95.87,1.51,0.4,0.14,0.85,1.23,96.18,0.37,0.62,0.31,0.95,1.56
35354340,Otoscopes,pubdate_desc,2,Halawani,Roa,Marzouqi,Salamah,male,0,1,male,0.48,0.52,,,,,,,12.18,0.77,7.25,0.55,1.05,78.2
33627818,Incubators,relevance,1,Marine,Butin,Chavignon,Marie,female,0.96,0.04,female,0.98,0.02,,,,,,,70.11,(S),21.84,(S),2.87,4.02
28988507,Incubators,relevance,1,Alberto,Verrotti,Bellieni,Carlo Valerio,male,0.01,0.99,,,,,,,,,,,,,,,
4496322,Incubators,relevance,1,H,Marks,Marks,H,male,0.23,0.77,male,0.24,0.76,81.35,13.47,0.58,0.9,1.82,1.89,81.35,13.47,0.58,0.9,1.82,1.89
32636056,Incubators,relevance,1,A,England,Tugwell-Allsup,J,male,0.32,0.68,male,0.14,0.86,,,,,,,90.48,4.89,0.35,1.14,1.57,1.58
14583922,Incubators,relevance,1,G,Woodgate,Flenady,J,male,0.24,0.76,male,0.14,0.86,,,,,,,87.82,(S),(S),6.3,3.78,(S)
32020037,Incubators,relevance,1,Vitaliy,Soloveychik,Monson,Brian,male,0,1,male,0.01,0.99,91.06,3.56,0.81,0.24,0.91,3.41,,,,,,
1934849,Incubators,relevance,1,H,LeBlanc,LeBlanc,H,female,0.6,0.4,male,0.24,0.76,88.09,7.94,0.36,0.58,1.27,1.76,88.09,7.94,0.36,0.58,1.27,1.76
12076397,Incubators,relevance,1,G,Woodgate,Flenady,J,male,0.24,0.76,male,0.14,0.86,,,,,,,87.82,(S),(S),6.3,3.78,(S)
24656561,Incubators,relevance,1,Jason,Swain,Swain,Jason,male,0.01,0.99,male,0.01,0.99,69.45,25.73,0.64,0.69,1.92,1.56,69.45,25.73,0.64,0.69,1.92,1.56
33009156,Incubators,relevance,1,Anna,Valdez,Glass,Laurie,female,0.98,0.02,female,0.95,0.05,79.39,16.46,0.4,0.85,1.42,1.47,6.84,0.54,3.36,0.71,0.73,87.82
17487199,Incubators,relevance,2,Jerry,Shay,Wright,Woodring,male,0.03,0.97,,,,68.3,27.36,0.4,0.66,1.75,1.52,90.27,2.19,2.78,1.96,1.26,1.54
10796363,Incubators,relevance,2,G,Woodgate,Flenady,J,male,0.24,0.76,male,0.14,0.86,,,,,,,87.82,(S),(S),6.3,3.78,(S)
31267335,Incubators,relevance,2,Yasuyuki,Mio,Yumoto,Keitaro,male,0,1,male,0,1,,,,,,,64.91,0,18.71,0,7.6,8.77
33084129,Incubators,relevance,2,Andrew,Moore,Moore,Andrew,male,0.01,0.99,male,0.01,0.99,68.85,26.92,0.37,0.65,1.7,1.5,68.85,26.92,0.37,0.65,1.7,1.5
17443543,Incubators,relevance,2,J,Roy,Laroia,N,male,0.14,0.86,male,0.41,0.59,,,,,,,79.9,9.25,5.58,1.62,1.8,1.85
31836437,Incubators,relevance,2,Cairo,Consensus Group,Consensus Group,Cairo,male,0.15,0.85,male,0.15,0.85,,,,,,,,,,,,
28734102,Incubators,relevance,2,Giuseppe,Buonocore,Bellieni,Carlo,male,0.01,0.99,male,0.01,0.99,,,,,,,98.06,(S),(S),0,0.54,1.19
3954434,Incubators,relevance,2,A,Wheldon,Hull,D,male,0.32,0.68,male,0.23,0.77,87.34,8.23,0.45,0.79,1.44,1.75,96.47,(S),0,0,0,(S)
30112889,Incubators,relevance,2,Yunming,Shen,Chen,Long,female,0.5,0.5,male,0.07,0.93,1.68,0.36,95.45,0.02,2,0.49,4.36,(S),93.27,(S),1.54,0.44
6641579,Incubators,relevance,2,F,Bell,Bell,F,male,0.37,0.63,male,0.23,0.77,63.57,31.78,0.41,0.9,1.8,1.55,63.57,31.78,0.41,0.9,1.8,1.55
35600975,Incubators,pubdate_desc,1,Bérengère,Luthringer-Feyerabend,Globig,Philipp,female,1,0,male,0,1,,,,,,,,,,,,
35415312,Incubators,pubdate_desc,1,Di,Lu,Li,Limei,male,0.41,0.59,female,1,0,1.28,0.12,96.44,0.01,1.4,0.75,1.65,0.22,95.73,0.06,1.72,0.63
35100092,Incubators,pubdate_desc,1,Mingjun,Dong,Dai,Xiaoyu,male,0.15,0.85,female,0.59,0.41,5.77,0.38,92.34,0,1.06,0.46,4.67,(S),90.46,(S),3.28,1.08
35034568,Incubators,pubdate_desc,1,Joji,Kitayama,Teratani,Takumi,male,0.25,0.75,male,0.03,0.97,,,,,,,4.6,(S),87.93,0,5.17,(S)
34968409,Incubators,pubdate_desc,1,Chad,S Hunter,Liu,Yanping,male,0.01,0.99,female,0.7,0.3,1.83,0.15,95.46,0.04,2.06,0.46,,,,,,
35603503,Incubators,pubdate_desc,1,Paola,Fiorani,Ottaviani,Alessio,female,0.99,0.01,male,0.01,0.99,97.04,0,(S),(S),(S),(S),94.57,0,0,0,0,5.43
35546077,Incubators,pubdate_desc,1,Sofia,Georgieva,Dukhanina,Elena,female,0.98,0.02,female,0.99,0.01,,,,,,,,,,,,
35418279,Incubators,pubdate_desc,1,Markus,Nagl,Lackner,Michaela,male,0,1,female,0.99,0.01,96.54,0.43,0.43,0.43,0.95,1.21,98.44,0,(S),0,(S),(S)
35384774,Incubators,pubdate_desc,1,Amal,El-Kamel,Radwan,Salma El-Sayed,female,0.95,0.05,,,,79.28,(S),0.78,(S),16.36,3.12,,,,,,
35363113,Incubators,pubdate_desc,1,Krishna Kumar,Patel,Bhattacharya,Sankha,male,0.11,0.89,male,0,1,3.91,(S),92.28,0,3.26,(S),1.55,0.26,91.37,0.41,5.84,0.57
35333675,Incubators,pubdate_desc,2,Ming-Hui,Zhao,Li,Yanfen,male,0.25,0.75,female,1,0,1.28,0.12,96.44,0.01,1.4,0.75,0.49,0.1,98.38,0,0.87,0.15
35320064,Incubators,pubdate_desc,2,Mark,Brönstrup,Hotop,Sven-Kevin,male,0.01,0.99,,,,99.04,0,0,0,(S),(S),,,,,,
35294322,Incubators,pubdate_desc,2,Mercedes,Ferrer,Majewski,Michal,female,0.97,0.03,male,0.01,0.99,97.16,0.31,0.25,0.1,1.04,1.14,14.6,1.64,18.42,0.11,1.48,63.76
